starter,starter_KEGG_ID,starter_in,starter_out,starter_total,receiver,receiver_KEGG_ID,receiver_in,receiver_out,receiver_total,relation,PMID,Img,GPT_answer,KEGG_matched
PKC,hsa:112476,8,7,15,DAG,hsa:1605,4,3,7,activate,22481432,22481432_page1_87.jpg,Yes,No
DAG,hsa:1605,4,3,7,PKC,hsa:112476,8,7,15,activate,22481432,22481432_page1_87.jpg,Yes,No
DAG,hsa:1605,4,3,7,PKC,hsa:112476,8,7,15,activate,31545260,31545260_page2_41.jpg,Yes,No
LPS,hsa:3664,3,3,6,DAG,hsa:1605,4,3,7,activate,22481432,22481432_page1_87.jpg,Yes,No
LPS,hsa:3664,3,3,6,DAG,hsa:1605,4,3,7,activate,22481432,22481432_page1_87.jpg,Yes,No
LPS,hsa:3664,3,3,6,DAG,hsa:1605,4,3,7,activate,22481432,22481432_page1_87.jpg,Yes,No
MAPK,None,13,15,28,RAS,None,43,57,100,activate,22481432,22481432_page1_87.jpg,Yes,gene not mapped
NOS,hsa:4842,0,2,2,PKC,hsa:112476,8,7,15,activate,22481432,22481432_page1_87.jpg,Yes,No
SHC,hsa:6464,1,3,4,RAS,None,43,57,100,activate,22481432,22481432_page1_87.jpg,Yes,gene not mapped
FAK,hsa:5747,6,4,10,PAXILLIN,None,1,0,1,activate,22481432,22481432_page1_87.jpg,Yes,gene not mapped
SAA1,hsa:6288,0,1,1,SR-BI,hsa:949,1,0,1,activate,22510280,22510280_page4_67.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,22520478,22520478_page2_35.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,23681892,23681892_page3_48.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,24258572,24258572_page2_27.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,30865033,30865033_page1_6.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,30878128,30878128_page2_19.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,31917616,31917616_page46_222.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,32505631,32505631_page27_166.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,32873398,32873398_page5_145.jpg,Yes,No
MTOR,hsa:2475,50,25,75,AKT,hsa:207,65,58,123,activate,33290717,33290717_page2_75.jpg,Yes,No
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,22520478,22520478_page2_35.jpg,Yes,gene not mapped
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,24389182,24389182_page4_13.jpg,Yes,gene not mapped
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,27381269,27381269_page59_356.jpg,Yes,gene not mapped
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,31361169,31361169_page2_60.jpg,Yes,gene not mapped
RAS,None,43,57,100,PI3K,hsa:5290,53,57,110,activate,32454155,32454155_page4_37.jpg,Yes,gene not mapped
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,22520478,22520478_page2_35.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,22739075,22739075_page2_36.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,23325296,23325296_page2_37.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,23681892,23681892_page3_48.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,24041630,24041630_page3_48.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,25488861,25488861_page1_19.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,25488861,25488861_page1_19.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,25488861,25488861_page1_19.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,25601485,25601485_page1_29.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,26182407,26182407_page6_30.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,26898616,26898616_page6_80.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,26960735,26960735_page1_76.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,28109399,28109399_page36_658.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,28795492,28795492_page1_3.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,29894909,29894909_page3_53.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30231382,30231382_page9_107.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30231382,30231382_page9_107.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30231382,30231382_page9_107.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30231382,30231382_page9_107.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30231382,30231382_page9_107.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,30865033,30865033_page1_6.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,31256210,31256210_page2_52.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,31387256,31387256_page2_203.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,31917616,31917616_page46_222.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32450595,32450595_page11_131.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32450595,32450595_page1_61.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32505631,32505631_page27_166.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32750701,32750701_page2_58.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32750701,32750701_page4_64.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,32873398,32873398_page5_145.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK,hsa:5594,47,29,76,activate,34323489,34323489_page2_936.jpg,Yes,No
PKC,hsa:112476,8,7,15,p70S6Kb,hsa:6199,3,0,3,activate,22551539,22551539_page3_7.jpg,Yes,No
PKC,hsa:112476,8,7,15,p70S6Kb,hsa:6199,3,0,3,activate,22551539,22551539_page3_7.jpg,Yes,No
RASI,None,1,2,3,Raf,None,37,40,77,activate,22551539,22551539_page3_7.jpg,Yes,gene not mapped
SOS,hsa:64132,1,10,11,RASI,None,1,2,3,activate,22551539,22551539_page3_7.jpg,Yes,gene not mapped
SNX5,hsa:27131,0,1,1,GTPBP,None,3,0,3,activate,22629454,22629454_page4_15.jpg,Yes,gene not mapped
HNF4A,hsa:3172,1,6,7,GTPBP,None,3,0,3,activate,22629454,22629454_page4_15.jpg,Yes,gene not mapped
HNF4A,hsa:3172,1,6,7,GTPBP,None,3,0,3,activate,22629454,22629454_page4_15.jpg,Yes,gene not mapped
CDC42EP3,hsa:10602,0,1,1,STAT4,hsa:6775,2,1,3,activate,22629454,22629454_page4_15.jpg,Yes,No
SMAD2,hsa:4087,5,1,6,STAT4,hsa:6775,2,1,3,activate,22629454,22629454_page4_15.jpg,Yes,No
STAT4,hsa:6775,2,1,3,SMAD2,hsa:4087,5,1,6,activate,22629454,22629454_page4_15.jpg,Yes,No
KRAS,hsa:3845,5,17,22,EGFR,hsa:1956,10,13,23,activate,22678019,22678019_page3_31.jpg,Yes,No
KRAS,hsa:3845,5,17,22,EGFR,hsa:1956,10,13,23,activate,24853389,24853389_page3_10.jpg,Yes,No
KRAS,hsa:3845,5,17,22,EGFR,hsa:1956,10,13,23,activate,26685983,26685983_page0_57.jpg,Yes,No
KRAS,hsa:3845,5,17,22,EGFR,hsa:1956,10,13,23,activate,26685983,26685983_page0_57.jpg,Yes,No
RAS,None,43,57,100,EML4-ALK,None,2,8,10,activate,22739075,22739075_page2_36.jpg,Yes,gene not mapped
p300,hsa:2033,0,2,2,PCAF,hsa:8850,2,0,2,activate,22959342,22959342_page1_8.jpg,Yes,No
SHP2,hsa:5781,0,6,6,VAV3,hsa:10451,2,1,3,activate,23070242,23070242_page1_9.jpg,Yes,No
MEK,hsa:5609,62,44,106,MAPK,None,13,15,28,activate,23070242,23070242_page1_9.jpg,Yes,gene not mapped
MEK,hsa:5609,62,44,106,MAPK,None,13,15,28,activate,26898616,26898616_page6_80.jpg,Yes,gene not mapped
MEK,hsa:5609,62,44,106,MAPK,None,13,15,28,activate,32292093,32292093_page2_174.jpg,Yes,gene not mapped
SHP1,hsa:5777,0,2,2,IRS1,hsa:3667,2,0,2,activate,23070242,23070242_page1_9.jpg,Yes,No
SHP2,hsa:5781,0,6,6,RAS,None,43,57,100,activate,23070242,23070242_page1_9.jpg,Yes,gene not mapped
IKK-alpha,hsa:1147,0,1,1,IKK-beta,hsa:3551,1,0,1,activate,23322021,23322021_page2_7.jpg,Yes,No
AKT,hsa:207,65,58,123,BAD,hsa:572,4,0,4,activate,23325296,23325296_page2_37.jpg,Yes,No
AKT,hsa:207,65,58,123,BAD,hsa:572,4,0,4,activate,24091716,24091716_page29_179.jpg,Yes,No
AKT,hsa:207,65,58,123,BAD,hsa:572,4,0,4,activate,28795492,28795492_page1_3.jpg,Yes,No
RAS,None,43,57,100,MEK,hsa:5609,62,44,106,activate,23325296,23325296_page2_37.jpg,Yes,gene not mapped
RAS,None,43,57,100,MEK,hsa:5609,62,44,106,activate,28795492,28795492_page1_3.jpg,Yes,gene not mapped
STAT3,hsa:6774,22,23,45,PI3K,hsa:5290,53,57,110,activate,23325296,23325296_page2_37.jpg,Yes,No
STAT3,hsa:6774,22,23,45,PI3K,hsa:5290,53,57,110,activate,23325296,23325296_page2_37.jpg,Yes,No
STAT3,hsa:6774,22,23,45,PI3K,hsa:5290,53,57,110,activate,24355409,24355409_page3_62.jpg,Yes,No
RAS,None,43,57,100,STAT3,hsa:6774,22,23,45,activate,23325296,23325296_page2_37.jpg,Yes,gene not mapped
STAT1,hsa:6772,0,1,1,MAPK14,hsa:1432,2,0,2,activate,23451142,23451142_page5_20.jpg,Yes,No
CAMP,hsa:820,1,1,2,GAS,hsa:2588,1,0,1,activate,23912485,23912485_page3_32.jpg,Yes,No
VEGF,hsa:7422,3,4,7,CAMP,hsa:820,1,1,2,activate,23912485,23912485_page5_48.jpg,Yes,No
PDK1,hsa:5163,4,3,7,AKT,hsa:207,65,58,123,activate,24041630,24041630_page3_48.jpg,Yes,No
PDK1,hsa:5163,4,3,7,AKT,hsa:207,65,58,123,activate,31917616,31917616_page46_222.jpg,Yes,No
PDK1,hsa:5163,4,3,7,AKT,hsa:207,65,58,123,activate,33945380,33945380_page2_662.jpg,Yes,No
MEK,hsa:5609,62,44,106,Raf,None,37,40,77,activate,24041630,24041630_page3_48.jpg,Yes,gene not mapped
MEK,hsa:5609,62,44,106,Raf,None,37,40,77,activate,32750701,32750701_page2_58.jpg,Yes,gene not mapped
p38,hsa:10598,5,2,7,AKT,hsa:207,65,58,123,activate,24041630,24041630_page3_49.jpg,Yes,No
MAPK,None,13,15,28,p38,hsa:10598,5,2,7,activate,24041630,24041630_page3_49.jpg,Yes,gene not mapped
AKT,hsa:207,65,58,123,SHC,hsa:6464,1,3,4,activate,24041630,24041630_page3_49.jpg,Yes,No
MIR92B,hsa:693235,0,2,2,MIR205,hsa:406988,1,0,1,activate,24099768,24099768_page23_66.jpg,Yes,No
STAT3,hsa:6774,22,23,45,VAV3,hsa:10451,2,1,3,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,FAK,hsa:5747,6,4,10,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,PI3K,hsa:5290,53,57,110,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,PI3K,hsa:5290,53,57,110,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,PI3K,hsa:5290,53,57,110,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,PI3K,hsa:5290,53,57,110,activate,24258572,24258572_page2_27.jpg,Yes,No
GRB2,hsa:2885,3,8,11,PI3K,hsa:5290,53,57,110,activate,32292093,32292093_page2_174.jpg,Yes,No
MEK,hsa:5609,62,44,106,ERK1,hsa:5595,9,6,15,activate,24258572,24258572_page2_27.jpg,Yes,No
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,24258572,24258572_page2_27.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,24258572,24258572_page2_27.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,24389182,24389182_page4_13.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,30878128,30878128_page2_19.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,31361169,31361169_page2_60.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,31917616,31917616_page46_222.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,32736487,32736487_page3_197.jpg,Yes,gene not mapped
PI3K,hsa:5290,53,57,110,RAS,None,43,57,100,activate,32873398,32873398_page5_145.jpg,Yes,gene not mapped
Raf,None,37,40,77,RAS,None,43,57,100,activate,24258572,24258572_page2_27.jpg,Yes,gene not mapped
Raf,None,37,40,77,RAS,None,43,57,100,activate,25535693,25535693_page43_1683.jpg,Yes,gene not mapped
Raf,None,37,40,77,RAS,None,43,57,100,activate,26182407,26182407_page6_30.jpg,Yes,gene not mapped
Raf,None,37,40,77,RAS,None,43,57,100,activate,26893312,26893312_page7_41.jpg,Yes,gene not mapped
STAT3,hsa:6774,22,23,45,RAS,None,43,57,100,activate,24355409,24355409_page3_62.jpg,Yes,gene not mapped
STAT3,hsa:6774,22,23,45,RAS,None,43,57,100,activate,24355409,24355409_page3_62.jpg,Yes,gene not mapped
ERK,hsa:5594,47,29,76,Raf,None,37,40,77,activate,24355409,24355409_page3_62.jpg,Yes,gene not mapped
ERK,hsa:5594,47,29,76,Raf,None,37,40,77,activate,33945380,33945380_page2_662.jpg,Yes,gene not mapped
Raf,None,37,40,77,ERK,hsa:5594,47,29,76,activate,24355409,24355409_page3_62.jpg,Yes,gene not mapped
STAT3,hsa:6774,22,23,45,Raf,None,37,40,77,activate,24355409,24355409_page3_62.jpg,Yes,gene not mapped
AKT,hsa:207,65,58,123,MTORC1,None,4,6,10,activate,24389182,24389182_page4_13.jpg,Yes,gene not mapped
PIP,hsa:5304,3,2,5,AKT,hsa:207,65,58,123,activate,24389182,24389182_page4_13.jpg,Yes,No
PIP,hsa:5304,3,2,5,AKT,hsa:207,65,58,123,activate,25601485,25601485_page1_29.jpg,Yes,No
AKT,hsa:207,65,58,123,PTEN,hsa:5728,12,22,34,activate,24389182,24389182_page4_13.jpg,Yes,No
AKT,hsa:207,65,58,123,PTEN,hsa:5728,12,22,34,activate,29894909,29894909_page3_53.jpg,Yes,No
PI3K,hsa:5290,53,57,110,PTEN,hsa:5728,12,22,34,activate,24389182,24389182_page4_13.jpg,Yes,No
PI3K,hsa:5290,53,57,110,PTEN,hsa:5728,12,22,34,activate,32615820,32615820_page64_320.jpg,Yes,No
CDC2,hsa:983,1,1,2,G2,hsa:25758,1,1,2,activate,24486218,24486218_page8_127.jpg,Yes,No
WEE1,hsa:7465,1,1,2,CDC2,hsa:983,1,1,2,activate,24486218,24486218_page8_127.jpg,Yes,No
KRAS,hsa:3845,5,17,22,STAT,hsa:6646,20,7,27,activate,24566035,24566035_page3_43.jpg,Yes,No
KRAS,hsa:3845,5,17,22,STAT,hsa:6646,20,7,27,activate,24566035,24566035_page3_43.jpg,Yes,No
KRAS,hsa:3845,5,17,22,STAT,hsa:6646,20,7,27,activate,24853389,24853389_page3_10.jpg,Yes,No
KRAS,hsa:3845,5,17,22,STAT,hsa:6646,20,7,27,activate,24853389,24853389_page3_10.jpg,Yes,No
STAT,hsa:6646,20,7,27,MTOR,hsa:2475,50,25,75,activate,24566035,24566035_page3_43.jpg,Yes,No
STAT,hsa:6646,20,7,27,MTOR,hsa:2475,50,25,75,activate,32750701,32750701_page2_58.jpg,Yes,No
MTOR,hsa:2475,50,25,75,STAT,hsa:6646,20,7,27,activate,24566035,24566035_page3_43.jpg,Yes,No
MTOR,hsa:2475,50,25,75,STAT,hsa:6646,20,7,27,activate,31387256,31387256_page2_203.jpg,Yes,No
MYC,hsa:4609,4,2,6,BIM,hsa:10018,7,1,8,activate,24618619,24618619_page10_39.jpg,Yes,No
ERK1,hsa:5595,9,6,15,MYC,hsa:4609,4,2,6,activate,24618619,24618619_page10_39.jpg,Yes,No
RAS,None,43,57,100,ERK1,hsa:5595,9,6,15,activate,24618619,24618619_page10_39.jpg,Yes,gene not mapped
EGFR,hsa:1956,10,13,23,RAS,None,43,57,100,activate,24618619,24618619_page10_39.jpg,Yes,gene not mapped
RAS,None,43,57,100,EGFR,hsa:1956,10,13,23,activate,24618619,24618619_page10_39.jpg,Yes,gene not mapped
RAS,None,43,57,100,PLC-y,None,5,5,10,activate,24853389,24853389_page3_10.jpg,Yes,gene not mapped
RAS,None,43,57,100,PLC-y,None,5,5,10,activate,28795492,28795492_page1_3.jpg,Yes,gene not mapped
ERK1,hsa:5595,9,6,15,VEGFR2,hsa:3791,3,2,5,activate,25001183,25001183_page12_246.jpg,Yes,No
AND,None,3,7,10,VEGFR-3,hsa:2324,1,0,1,activate,25001183,25001183_page12_246.jpg,Yes,gene not mapped
AND,None,3,7,10,VEGFR2,hsa:3791,3,2,5,activate,25001183,25001183_page12_246.jpg,Yes,gene not mapped
VEGFR2,hsa:3791,3,2,5,ERK1,hsa:5595,9,6,15,activate,25001183,25001183_page12_246.jpg,Yes,No
AND,None,3,7,10,AKT,hsa:207,65,58,123,activate,25001183,25001183_page12_246.jpg,Yes,gene not mapped
VEGF-C,hsa:7424,1,2,3,VEGF-A,hsa:7422,2,2,4,activate,25001183,25001183_page12_246.jpg,Yes,No
AKT,hsa:207,65,58,123,ERBB3,hsa:2065,3,0,3,activate,25117641,25117641_page6_34.jpg,Yes,No
MAP3K1,hsa:4214,0,1,1,MEK1,hsa:5604,5,4,9,activate,25257766,25257766_page1_24.jpg,Yes,No
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,25257766,25257766_page1_24.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
RAS,None,43,57,100,BRAF,hsa:673,14,15,29,activate,30231382,30231382_page9_107.jpg,Yes,gene not mapped
