PMID,Img_file_name,StartID,Relation,ReceptorID
29151973,29151973_page3_10,BCL2,inhibit_relation,BAX
29151973,29151973_page3_10,MCRS1,inhibit_relation,cadherin
29151973,29151973_page3_10,MIR15B,inhibit_relation,EMT
29151973,29151973_page3_10,MIR181A1,inhibit_relation,PTEN
29415985,29415985_page3_88,USP28,inhibit_relation,FBW7
29464099,29464099_page3_20,AMPK,inhibit_relation,MTOR
29464099,29464099_page5_33,FAK,inhibit_relation,AKT
29515799,29515799_page10_35,DO,inhibit_relation,a2V
29556324,29556324_page1_3,TSC2,inhibit_relation,MTOR
29556324,29556324_page1_3,AKT,inhibit_relation,TSC2
29556324,29556324_page1_3,PTEN,inhibit_relation,AKT
29556324,29556324_page2_6,MR,inhibit_relation,raptor
29556324,29556324_page3_12,MIR1253,inhibit_relation,RICTOR
29556324,29556324_page3_12,MIR21,inhibit_relation,RICTOR
29600083,29600083_page16_94,ERP,inhibit_relation,TKIS
29600083,29600083_page16_94,TKIS,inhibit_relation,ERP
29600083,29600083_page16_94,ARO,inhibit_relation,E2
29725260,29725260_page1_3,MIR200C,inhibit_relation,ZEB1
29725260,29725260_page1_3,MIR200C,inhibit_relation,ZEB1
29725260,29725260_page1_3,MIR200C,inhibit_relation,EGF
29725260,29725260_page1_3,SOCS1,inhibit_relation,SENP1
29725260,29725260_page1_3,MIR223,inhibit_relation,AKT
29725260,29725260_page1_3,MIR1238,inhibit_relation,SENP1
29725260,29725260_page1_3,MIR155,inhibit_relation,PTEN
29725260,29725260_page4_10,APAF1,inhibit_relation,MTOR
29725260,29725260_page4_10,PTEN,inhibit_relation,AKT
29725260,29725260_page4_10,PTEN,inhibit_relation,MIR21
29734788,29734788_page14_234,ABLL,inhibit_relation,MTORC1
29734788,29734788_page14_234,STAT,inhibit_relation,AKT
29734788,29734788_page14_234,AKT,inhibit_relation,MST1P2
29734788,29734788_page3_89,GPCR,inhibit_relation,MAP4K4
29734788,29734788_page6_128,AKT,inhibit_relation,MST1P2
29769148,29769148_page1_7,CTLA4,inhibit_relation,CTLA4
29973561,29973561_page4_305,FAK,inhibit_relation,EGFR
29973561,29973561_page4_305,FAK,inhibit_relation,PI3K
29973561,29973561_page4_305,KRAS,inhibit_relation,EGFR
30040046,30040046_page9_78,RHEB,inhibit_relation,TSC1
30040046,30040046_page9_78,MTORC1,inhibit_relation,raptor
30111979,30111979_page6_41,PDL1,inhibit_relation,PD1
30111979,30111979_page6_41,PDL1,inhibit_relation,PD1
30344651,30344651_page2_24,CD28,inhibit_relation,CTLA4
30344651,30344651_page2_24,CTLA4,inhibit_relation,CD28
30809599,30809599_page7_265,AC,inhibit_relation,p53
30982492,30982492_page3_44,MIR21,inhibit_relation,PTEN
30982492,30982492_page3_44,FAK,inhibit_relation,MIR21
31035693,31035693_page1_230,TP53,inhibit_relation,TP73
31035693,31035693_page1_230,MDM2,inhibit_relation,TP53
31035693,31035693_page1_230,NF1,inhibit_relation,KRAS
31035693,31035693_page1_230,CDKN2A,inhibit_relation,MDM2
31083461,31083461_page6_128,NF2,inhibit_relation,SNAIL
31083461,31083461_page6_128,RKIP,inhibit_relation,GLI1
31083461,31083461_page6_128,RKIP,inhibit_relation,SNAIL
31083461,31083461_page6_128,SNAIL,inhibit_relation,RKIP
31108964,31108964_page10_148,FACT,inhibit_relation,NFKB
31134065,31134065_page5_204,C1INH,inhibit_relation,C1R
31137625,31137625_page4_207,ZEB1,inhibit_relation,MIR3200
31266248,31266248_page5_117,MDM2,inhibit_relation,TP53
31333652,31333652_page4_194,TAP1,inhibit_relation,TAP2
31383005,31383005_page2_116,p53,inhibit_relation,E2F1
31383005,31383005_page2_116,EZH2,inhibit_relation,SLFN11
31387256,31387256_page10_565,YAP,inhibit_relation,ERK
31404976,31404976_page3_254,PPAR,inhibit_relation,BMI1
31404976,31404976_page3_277,PPAR,inhibit_relation,BMI1
31527477,31527477_page5_424,MTORC1,inhibit_relation,ATG14L
31527477,31527477_page5_424,MTORC1,inhibit_relation,ATG13
31527477,31527477_page5_424,AKT,inhibit_relation,ATG14L
31527477,31527477_page6_480,SHP2,inhibit_relation,STATI2
31527477,31527477_page7_566,MTORC1,inhibit_relation,ATG13
31544066,31544066_page3_151,AA,inhibit_relation,GLUD1
31554160,31554160_page3_227,STAT3,inhibit_relation,STATI2
31554160,31554160_page8_364,STAT3,inhibit_relation,STATI2
31681582,31681582_page6_203,MIR200C,inhibit_relation,LIN28B
31681582,31681582_page6_203,MIR200C,inhibit_relation,ZEB1
31681582,31681582_page6_203,MIR155,inhibit_relation,SMAD2
31754330,31754330_page4_14,PI3K,inhibit_relation,EGFR
31819518,31819518_page1_74,PTEN,inhibit_relation,PI3K
31859460,31859460_page6_78,VEGF,inhibit_relation,VEGFR
31859460,31859460_page6_78,MIR1323,inhibit_relation,ZEB
31859460,31859460_page6_78,MIR215,inhibit_relation,PTEN
31859460,31859460_page7_88,MIR1,inhibit_relation,CDK2
31871778,31871778_page1_75,MIR23A,inhibit_relation,PTEN
31871778,31871778_page1_75,PI3K,inhibit_relation,AKT
31871778,31871778_page1_75,PTEN,inhibit_relation,AKT
31920650,31920650_page1_28,MIR18A,inhibit_relation,MIR19A
31920650,31920650_page1_28,MIR1303,inhibit_relation,SOX4
31920650,31920650_page1_28,MIR18A,inhibit_relation,PTEN
31920650,31920650_page3_84,MIR145,inhibit_relation,FSCN1
31920650,31920650_page3_84,MIR145,inhibit_relation,LINC-ROR
31920650,31920650_page3_84,bcl-xL,inhibit_relation,FSCN1
31920650,31920650_page3_84,MIR145,inhibit_relation,LINC-ROR
31921642,31921642_page3_196,CD206,inhibit_relation,TH1
31921642,31921642_page3_196,CD206,inhibit_relation,TH1
31988639,31988639_page10_712,TSC2,inhibit_relation,RHEB
31988639,31988639_page10_712,MTOR,inhibit_relation,GBL
31988639,31988639_page10_712,RPTOR,inhibit_relation,GBL
31989585,31989585_page33_1636,SHP2,inhibit_relation,ZAP70
31989585,31989585_page33_1636,ZAP70,inhibit_relation,PI3K
32062493,32062493_page14_36,PI3K,inhibit_relation,IRS1
32062493,32062493_page14_36,MEK1,inhibit_relation,RHEB
32194994,32194994_page5_236,RAC1,inhibit_relation,RAC1
32425930,32425930_page3_273,CCR8,inhibit_relation,CXCR2
32425930,32425930_page3_273,CXCR2,inhibit_relation,CCR10
32425930,32425930_page3_273,CXCR2,inhibit_relation,CCR8
32466572,32466572_page11_214,SRC,inhibit_relation,FAK
32466572,32466572_page11_214,SRC,inhibit_relation,YAP
32466572,32466572_page11_214,SRC,inhibit_relation,YAP
32466572,32466572_page13_243,SRC,inhibit_relation,FAK
32466572,32466572_page8_181,LATS1,inhibit_relation,YAP
32466572,32466572_page8_181,PTCH1,inhibit_relation,SMO
32509576,32509576_page2_121,CHK1,inhibit_relation,WEE1
32509576,32509576_page2_121,AURKB,inhibit_relation,WEE1
32509576,32509576_page2_121,PARP,inhibit_relation,CHK1
32509576,32509576_page2_121,SLFN11,inhibit_relation,CHK1
32509576,32509576_page2_121,DLL3,inhibit_relation,PDL1
32516941,32516941_page12_150,EGFR,inhibit_relation,GSK3B
32516941,32516941_page13_182,LSH,inhibit_relation,p53
32516941,32516941_page13_182,GPX4,inhibit_relation,ROS
32516941,32516941_page13_182,p53,inhibit_relation,SLC7A11
32516941,32516941_page16_222,NFKB,inhibit_relation,LC3
32516941,32516941_page16_222,ENPP1,inhibit_relation,SLC19A1
32516941,32516941_page21_261,PALB2,inhibit_relation,NRF2
32549388,32549388_page11_153,MIR186,inhibit_relation,TWIST
32549388,32549388_page11_153,SNAIL,inhibit_relation,MIR34A
32549388,32549388_page11_153,MIR186,inhibit_relation,TWIST
32560574,32560574_page2_100,IKB,inhibit_relation,NFKB
32560574,32560574_page2_100,BAD,inhibit_relation,bcl-xL
32575899,32575899_page1_3916,PDL1,inhibit_relation,CTLA4
32581590,32581590_page7_97,LINC00467,inhibit_relation,DKK1
32659994,32659994_page2_141,NOXA1,inhibit_relation,CXCL12
32679702,32679702_page14_628,PDL1,inhibit_relation,PD1
32679702,32679702_page14_628,PD1,inhibit_relation,PDL1
32784481,32784481_page12_189,MAM,inhibit_relation,CSL
32849585,32849585_page3_136,ROS,inhibit_relation,ARG1
32917214,32917214_page1_32,PDL1,inhibit_relation,LAG3
32963937,32963937_page48_302,AKT,inhibit_relation,p21
32963937,32963937_page48_302,AKT,inhibit_relation,p53
33007968,33007968_page3_107,PD1,inhibit_relation,PDL1
33014852,33014852_page3_284,P73,inhibit_relation,G6PD
33061844,33061844_page5_155,NF1,inhibit_relation,HSF1
33061844,33061844_page5_155,NF1,inhibit_relation,VEGF
33061844,33061844_page5_155,GAP,inhibit_relation,MCL
33061844,33061844_page5_155,GAP,inhibit_relation,MCL
33114576,33114576_page2_246,AMPK,inhibit_relation,MTOR
33114576,33114576_page2_246,TUSC2,inhibit_relation,PI3K
33114576,33114576_page2_246,EGF,inhibit_relation,TKIS
33114576,33114576_page2_246,GSK3B,inhibit_relation,AMPK
33114576,33114576_page2_246,PTEN,inhibit_relation,PI3K
33114576,33114576_page2_247,HDAC,inhibit_relation,HDAC
33121202,33121202_page2_114,FGF2,inhibit_relation,MIR155
33121202,33121202_page2_115,MIR15A,inhibit_relation,VEGF
33262947,33262947_page5_121,ERG,inhibit_relation,CLDN5
33375194,33375194_page7_121,ART,inhibit_relation,SCL
33375194,33375194_page7_121,ART,inhibit_relation,PD1
33435440,33435440_page2_101,KRAS,inhibit_relation,PI3K
33445709,33445709_page3_142,CREB1,inhibit_relation,KDR
33562150,33562150_page11_219,PTDSR,inhibit_relation,MERTK
33572782,33572782_page2_107,AMPK,inhibit_relation,MTOR
33572782,33572782_page4_130,DNMT1,inhibit_relation,STING
