PMID,Img_file_name,StartID,Relation,ReceptorID,GPT_answer
32450595,32450595_page11_131.jpg,Raf,activate,MEK,Yes
32454155,32454155_page4_37.jpg,Raf,activate,MEK,Yes
32750701,32750701_page4_64.jpg,Raf,activate,MEK,Yes
32873398,32873398_page5_145.jpg,Raf,activate,MEK,Yes
34129744,34129744_page36_317.jpg,Raf,activate,MEK,Yes
34323489,34323489_page2_936.jpg,Raf,activate,MEK,Yes
21854359,21854359_page1_6.jpg,VEGFB,activate,PIGF,Yes
22176813,22176813_page1_24.jpg,PI3K,activate,AKT,Yes
22257651,22257651_page2_25.jpg,PI3K,activate,AKT,Yes
22481432,22481432_page1_87.jpg,PI3K,activate,AKT,Yes
22520478,22520478_page2_35.jpg,PI3K,activate,AKT,Yes
22551539,22551539_page3_7.jpg,PI3K,activate,AKT,Yes
22551539,22551539_page3_7.jpg,PI3K,activate,AKT,Yes
23325296,23325296_page2_37.jpg,PI3K,activate,AKT,Yes
23681892,23681892_page3_48.jpg,PI3K,activate,AKT,Yes
24091716,24091716_page29_179.jpg,PI3K,activate,AKT,Yes
24258572,24258572_page2_27.jpg,PI3K,activate,AKT,Yes
24355409,24355409_page3_62.jpg,PI3K,activate,AKT,Yes
24618619,24618619_page10_39.jpg,PI3K,activate,AKT,Yes
25557115,25557115_page3_10.jpg,PI3K,activate,AKT,Yes
26182407,26182407_page6_30.jpg,PI3K,activate,AKT,Yes
27770511,27770511_page1_2.jpg,PI3K,activate,AKT,Yes
27897231,27897231_page8_167.jpg,PI3K,activate,AKT,Yes
27897231,27897231_page8_167.jpg,PI3K,activate,AKT,Yes
28109399,28109399_page36_658.jpg,PI3K,activate,AKT,Yes
28795492,28795492_page1_3.jpg,PI3K,activate,AKT,Yes
30231382,30231382_page9_107.jpg,PI3K,activate,AKT,Yes
30865033,30865033_page1_6.jpg,PI3K,activate,AKT,Yes
30878128,30878128_page2_19.jpg,PI3K,activate,AKT,Yes
31010761,31010761_page2_116.jpg,PI3K,activate,AKT,Yes
31485605,31485605_page9_37.jpg,PI3K,activate,AKT,Yes
32454155,32454155_page4_37.jpg,PI3K,activate,AKT,Yes
33435440,33435440_page2_101.jpg,PI3K,activate,AKT,Yes
34323489,34323489_page2_937.jpg,PI3K,activate,AKT,Yes
22176813,22176813_page1_24.jpg,AKT,activate,MTOR,Yes
22520478,22520478_page2_35.jpg,AKT,activate,MTOR,Yes
22551539,22551539_page3_7.jpg,AKT,activate,MTOR,Yes
23070242,23070242_page1_9.jpg,AKT,activate,MTOR,Yes
23325296,23325296_page2_37.jpg,AKT,activate,MTOR,Yes
23681892,23681892_page3_48.jpg,AKT,activate,MTOR,Yes
24258572,24258572_page2_27.jpg,AKT,activate,MTOR,Yes
25601485,25601485_page1_29.jpg,AKT,activate,MTOR,Yes
26182407,26182407_page6_30.jpg,AKT,activate,MTOR,Yes
26898616,26898616_page6_80.jpg,AKT,activate,MTOR,Yes
27639426,27639426_page36_153.jpg,AKT,activate,MTOR,Yes
27770511,27770511_page1_2.jpg,AKT,activate,MTOR,Yes
28109399,28109399_page36_658.jpg,AKT,activate,MTOR,Yes
28463570,28463570_page18_222.jpg,AKT,activate,MTOR,Yes
29729495,29729495_page44_89.jpg,AKT,activate,MTOR,Yes
30231382,30231382_page9_107.jpg,AKT,activate,MTOR,Yes
30865033,30865033_page1_6.jpg,AKT,activate,MTOR,Yes
30878128,30878128_page2_19.jpg,AKT,activate,MTOR,Yes
31010761,31010761_page2_116.jpg,AKT,activate,MTOR,Yes
31387256,31387256_page2_203.jpg,AKT,activate,MTOR,Yes
31917616,31917616_page46_222.jpg,AKT,activate,MTOR,Yes
32454155,32454155_page4_37.jpg,AKT,activate,MTOR,Yes
32505631,32505631_page27_166.jpg,AKT,activate,MTOR,Yes
32505631,32505631_page27_166.jpg,AKT,activate,MTOR,Yes
32750701,32750701_page2_58.jpg,AKT,activate,MTOR,Yes
33435440,33435440_page2_101.jpg,AKT,activate,MTOR,Yes
34323489,34323489_page2_936.jpg,AKT,activate,MTOR,Yes
22176813,22176813_page1_24.jpg,Raf,activate,MAPK,Yes
22257651,22257651_page2_25.jpg,Raf,activate,MAPK,Yes
22176813,22176813_page1_24.jpg,PTEN,inhibit,AKT,Yes
23681892,23681892_page3_48.jpg,PTEN,inhibit,AKT,Yes
27639426,27639426_page36_153.jpg,PTEN,inhibit,AKT,Yes
22176813,22176813_page1_24.jpg,PTEN,activate,AKT,No.
32873398,32873398_page5_145.jpg,PTEN,activate,AKT,No.
22226940,22226940_page2_29.jpg,IL-12,activate,IL-12,No
22226940,22226940_page2_29.jpg,IL-12,inhibit,IL-12,No
22257651,22257651_page2_25.jpg,SOS,activate,RAS,Yes
22739075,22739075_page2_36.jpg,SOS,activate,RAS,Yes
32328803,32328803_page2_145.jpg,SOS,activate,RAS,Yes
32745965,32745965_page2_29.jpg,SOS,activate,RAS,Yes
22262830,22262830_page11_103.jpg,GLI1,activate,GLI1,Yes
22262830,22262830_page11_103.jpg,GLI1,activate,GLI1,Yes
22262830,22262830_page11_103.jpg,GLI1,inhibit,GLI1,No
22441109,22441109_page2_62.jpg,CDK6,inhibit,CDK4,No
22441109,22441109_page2_62.jpg,E2F,activate,E2F,Yes
22441109,22441109_page2_62.jpg,RB,activate,E2F,Yes
22441109,22441109_page2_62.jpg,p53,activate,p21,Yes
31391058,31391058_page6_108.jpg,p53,activate,p21,Yes
22441109,22441109_page2_62.jpg,RB,activate,PRB,Yes
22441109,22441109_page8_76.jpg,CDK2,activate,P27,Yes
22441109,22441109_page8_76.jpg,PKB,activate,AFX,Yes
22441109,22441109_page8_76.jpg,P27,activate,CDK2,Yes
22441109,22441109_page8_76.jpg,P27,activate,P27,No
22481432,22481432_page1_87.jpg,NOS,activate,LPS,No
22481432,22481432_page1_87.jpg,PKC,activate,DAG,Yes
22481432,22481432_page1_87.jpg,DAG,activate,PKC,Yes
31545260,31545260_page2_41.jpg,DAG,activate,PKC,Yes
22481432,22481432_page1_87.jpg,PKC,activate,LPS,No
22481432,22481432_page1_87.jpg,DAG,activate,LPS,No
22481432,22481432_page1_87.jpg,LPS,activate,DAG,Yes
22481432,22481432_page1_87.jpg,LPS,activate,DAG,Yes
22481432,22481432_page1_87.jpg,LPS,activate,DAG,Yes
22481432,22481432_page1_87.jpg,MAPK,activate,RAS,Yes
22481432,22481432_page1_87.jpg,NOS,activate,PKC,Yes
22481432,22481432_page1_87.jpg,SHC,activate,RAS,Yes
22481432,22481432_page1_87.jpg,FAK,activate,PAXILLIN,Yes
22510280,22510280_page4_67.jpg,SAA1,activate,SR-BI,Yes
22510280,22510280_page4_67.jpg,SMAD4,activate,SYTL2,No
22510280,22510280_page4_67.jpg,SMAD4,activate,SYTL2,No
22520478,22520478_page2_35.jpg,MTOR,activate,AKT,Yes
23681892,23681892_page3_48.jpg,MTOR,activate,AKT,Yes
24258572,24258572_page2_27.jpg,MTOR,activate,AKT,Yes
30865033,30865033_page1_6.jpg,MTOR,activate,AKT,Yes
30878128,30878128_page2_19.jpg,MTOR,activate,AKT,Yes
31917616,31917616_page46_222.jpg,MTOR,activate,AKT,Yes
32505631,32505631_page27_166.jpg,MTOR,activate,AKT,Yes
32873398,32873398_page5_145.jpg,MTOR,activate,AKT,Yes
33290717,33290717_page2_75.jpg,MTOR,activate,AKT,Yes
22520478,22520478_page2_35.jpg,RAS,activate,PI3K,Yes
24389182,24389182_page4_13.jpg,RAS,activate,PI3K,Yes
27381269,27381269_page59_356.jpg,RAS,activate,PI3K,Yes
30231382,30231382_page9_107.jpg,RAS,activate,PI3K,Yes
31361169,31361169_page2_60.jpg,RAS,activate,PI3K,Yes
32454155,32454155_page4_37.jpg,RAS,activate,PI3K,Yes
22520478,22520478_page2_35.jpg,MEK,activate,ERK,Yes
22739075,22739075_page2_36.jpg,MEK,activate,ERK,Yes
23325296,23325296_page2_37.jpg,MEK,activate,ERK,Yes
23681892,23681892_page3_48.jpg,MEK,activate,ERK,Yes
24041630,24041630_page3_48.jpg,MEK,activate,ERK,Yes
25488861,25488861_page1_19.jpg,MEK,activate,ERK,Yes
25488861,25488861_page1_19.jpg,MEK,activate,ERK,Yes
25488861,25488861_page1_19.jpg,MEK,activate,ERK,Yes
25601485,25601485_page1_29.jpg,MEK,activate,ERK,Yes
26182407,26182407_page6_30.jpg,MEK,activate,ERK,Yes
26898616,26898616_page6_80.jpg,MEK,activate,ERK,Yes
26960735,26960735_page1_76.jpg,MEK,activate,ERK,Yes
28109399,28109399_page36_658.jpg,MEK,activate,ERK,Yes
28795492,28795492_page1_3.jpg,MEK,activate,ERK,Yes
29894909,29894909_page3_53.jpg,MEK,activate,ERK,Yes
30231382,30231382_page9_107.jpg,MEK,activate,ERK,Yes
30231382,30231382_page9_107.jpg,MEK,activate,ERK,Yes
30231382,30231382_page9_107.jpg,MEK,activate,ERK,Yes
30231382,30231382_page9_107.jpg,MEK,activate,ERK,Yes
30231382,30231382_page9_107.jpg,MEK,activate,ERK,Yes
30865033,30865033_page1_6.jpg,MEK,activate,ERK,Yes
31256210,31256210_page2_52.jpg,MEK,activate,ERK,Yes
31387256,31387256_page2_203.jpg,MEK,activate,ERK,Yes
31917616,31917616_page46_222.jpg,MEK,activate,ERK,Yes
32450595,32450595_page11_131.jpg,MEK,activate,ERK,Yes
32450595,32450595_page1_61.jpg,MEK,activate,ERK,Yes
32505631,32505631_page27_166.jpg,MEK,activate,ERK,Yes
32750701,32750701_page2_58.jpg,MEK,activate,ERK,Yes
32750701,32750701_page4_64.jpg,MEK,activate,ERK,Yes
32873398,32873398_page5_145.jpg,MEK,activate,ERK,Yes
34323489,34323489_page2_936.jpg,MEK,activate,ERK,Yes
22551539,22551539_page3_7.jpg,PKC,activate,p70S6Kb,Yes
22551539,22551539_page3_7.jpg,PKC,activate,p70S6Kb,Yes
22551539,22551539_page3_7.jpg,RASI,activate,Raf,Yes
22551539,22551539_page3_7.jpg,RASI,activate,SOS,No
22551539,22551539_page3_7.jpg,SOS,activate,RASI,Yes
22629454,22629454_page4_15.jpg,SNX5,activate,GTPBP,Yes
22629454,22629454_page4_15.jpg,HNF4A,activate,GTPBP,Yes
22629454,22629454_page4_15.jpg,HNF4A,activate,GTPBP,Yes
22629454,22629454_page4_15.jpg,HNF4A,activate,BRIP1,No
22629454,22629454_page4_15.jpg,HNF4A,activate,BRIP1,No
22629454,22629454_page4_15.jpg,HNF4A,activate,BRIP1,No
22629454,22629454_page4_15.jpg,CDC42EP3,activate,STAT4,Yes
22629454,22629454_page4_15.jpg,HNF4A,activate,IGSF8,No
22629454,22629454_page4_15.jpg,SMAD2,activate,STAT4,Yes
22629454,22629454_page4_15.jpg,IGSF8,activate,HNF4A,No
22629454,22629454_page4_15.jpg,STAT4,activate,SMAD2,Yes
22678019,22678019_page3_31.jpg,KRAS,activate,EGFR,Yes
24853389,24853389_page3_10.jpg,KRAS,activate,EGFR,Yes
26685983,26685983_page0_57.jpg,KRAS,activate,EGFR,Yes
26685983,26685983_page0_57.jpg,KRAS,activate,EGFR,Yes
22678019,22678019_page3_31.jpg,BRAF,activate,GO,No
22678019,22678019_page3_31.jpg,KRAS,activate,ERIC,No
22739075,22739075_page2_36.jpg,TSC1,inhibit,RHEB,Yes
28208579,28208579_page7_414.jpg,TSC1,inhibit,RHEB,Yes
22739075,22739075_page2_36.jpg,AKT,inhibit,TSC1,Yes
28208579,28208579_page7_414.jpg,AKT,inhibit,TSC1,Yes
29729495,29729495_page44_89.jpg,AKT,inhibit,TSC1,Yes
22739075,22739075_page2_36.jpg,PTEN,inhibit,P85,Yes
22739075,22739075_page2_36.jpg,RAS,activate,EML4-ALK,Yes
22908099,22908099_page3_62.jpg,EML4-ALK,activate,GAPDH,No
22908099,22908099_page3_62.jpg,GAPDH,activate,EML4-ALK,No
22959342,22959342_page1_8.jpg,P14,inhibit,MDM2,Yes
22959342,22959342_page1_8.jpg,PRB,inhibit,E2F1,Yes
22959342,22959342_page1_8.jpg,P14,inhibit,E2F1,No
22959342,22959342_page1_8.jpg,E2F1,inhibit,P14,No
22959342,22959342_page1_8.jpg,P14,activate,PRB,No
22959342,22959342_page1_8.jpg,p300,activate,PCAF,Yes
22959342,22959342_page1_8.jpg,p300,inhibit,PCAF,No
23070242,23070242_page1_9.jpg,VAV3,activate,CDC42,Yes
23070242,23070242_page1_9.jpg,SHP2,activate,VAV3,Yes
23070242,23070242_page1_9.jpg,MEK,activate,MAPK,Yes
26898616,26898616_page6_80.jpg,MEK,activate,MAPK,Yes
32292093,32292093_page2_174.jpg,MEK,activate,MAPK,Yes
23070242,23070242_page1_9.jpg,SHP1,activate,IRS1,Yes
23070242,23070242_page1_9.jpg,SHP2,activate,RAS,Yes
23070242,23070242_page1_9.jpg,SHP1,inhibit,IRS1,Yes
23322021,23322021_page2_7.jpg,IKK-alpha,activate,IKK-beta,Yes
23325296,23325296_page2_37.jpg,AKT,activate,BAD,Yes
24091716,24091716_page29_179.jpg,AKT,activate,BAD,Yes
28795492,28795492_page1_3.jpg,AKT,activate,BAD,Yes
23325296,23325296_page2_37.jpg,RAS,activate,MEK,Yes
28795492,28795492_page1_3.jpg,RAS,activate,MEK,Yes
23325296,23325296_page2_37.jpg,PLC-y,activate,RAS,No
24853389,24853389_page3_10.jpg,PLC-y,activate,RAS,No
24853389,24853389_page3_10.jpg,PLC-y,activate,RAS,No
28795492,28795492_page1_3.jpg,PLC-y,activate,RAS,No
23325296,23325296_page2_37.jpg,MTOR,activate,S6K,Yes
24091716,24091716_page29_179.jpg,MTOR,activate,S6K,Yes
23325296,23325296_page2_37.jpg,STAT3,activate,PI3K,Yes
23325296,23325296_page2_37.jpg,STAT3,activate,PI3K,Yes
24355409,24355409_page3_62.jpg,STAT3,activate,PI3K,Yes
23325296,23325296_page2_37.jpg,RAS,activate,STAT3,Yes
23371257,23371257_page4_18.jpg,DC,activate,DC,No
23451142,23451142_page5_20.jpg,STAT1,activate,MAPK14,Yes
23451142,23451142_page5_20.jpg,HIST2H3A,activate,MAPK14,No
23451142,23451142_page5_20.jpg,PRKCZ,activate,IL4R,No
23451142,23451142_page5_20.jpg,PRKCZ,inhibit,IL4R,No
23601304,23601304_page1_4.jpg,CD80,activate,CD80,No
23681892,23681892_page3_48.jpg,PTEN,inhibit,PI3K,Yes
29216787,29216787_page19_233.jpg,PTEN,inhibit,PI3K,Yes
29650275,29650275_page1_14.jpg,PTEN,inhibit,PI3K,Yes
31387181,31387181_page1_27.jpg,PTEN,inhibit,PI3K,Yes
31485605,31485605_page9_37.jpg,PTEN,inhibit,PI3K,Yes
33225619,33225619_page2_27.jpg,PTEN,inhibit,PI3K,Yes
23860613,23860613_page2_36.jpg,Pet,activate,AND,No
23860613,23860613_page2_36.jpg,Pet,activate,AND,No
23912485,23912485_page3_32.jpg,CAMP,activate,GAS,Yes
23912485,23912485_page5_48.jpg,VEGF,activate,CAMP,Yes
23932364,23932364_page5_641.jpg,HDAC1,inhibit,AC,Yes
24041630,24041630_page3_48.jpg,PDK1,activate,AKT,Yes
31917616,31917616_page46_222.jpg,PDK1,activate,AKT,Yes
33945380,33945380_page2_662.jpg,PDK1,activate,AKT,Yes
24041630,24041630_page3_48.jpg,MEK,activate,Raf,Yes
32750701,32750701_page2_58.jpg,MEK,activate,Raf,Yes
24041630,24041630_page3_48.jpg,PTEN,inhibit,PDK1,Yes
24041630,24041630_page3_49.jpg,p38,activate,AKT,Yes
24041630,24041630_page3_49.jpg,MAPK,activate,p38,Yes
24041630,24041630_page3_49.jpg,AKT,activate,SHC,Yes
24099768,24099768_page23_66.jpg,MIR92B,activate,MIR205,Yes
24099768,24099768_page23_66.jpg,MIR92B,activate,PTEN,No
24200043,24200043_page11_125.jpg,TF,activate,GENE,No
24200043,24200043_page11_125.jpg,TF,activate,GENE,No
24200043,24200043_page11_125.jpg,TF,activate,GENE,No
24200043,24200043_page11_125.jpg,TF,inhibit,GENE,No
24200043,24200043_page11_125.jpg,COSMC,activate,GAD,No
24258572,24258572_page2_27.jpg,STAT3,activate,VAV3,Yes
24258572,24258572_page2_27.jpg,GRB2,activate,FAK,Yes
24258572,24258572_page2_27.jpg,GRB2,activate,PI3K,Yes
24258572,24258572_page2_27.jpg,GRB2,activate,PI3K,Yes
24258572,24258572_page2_27.jpg,GRB2,activate,PI3K,Yes
24258572,24258572_page2_27.jpg,GRB2,activate,PI3K,Yes
32292093,32292093_page2_174.jpg,GRB2,activate,PI3K,Yes
24258572,24258572_page2_27.jpg,MEK,activate,ERK1,Yes
24258572,24258572_page2_27.jpg,PI3K,activate,RAS,Yes
24258572,24258572_page2_27.jpg,PI3K,activate,RAS,Yes
24389182,24389182_page4_13.jpg,PI3K,activate,RAS,Yes
30878128,30878128_page2_19.jpg,PI3K,activate,RAS,Yes
31361169,31361169_page2_60.jpg,PI3K,activate,RAS,Yes
31917616,31917616_page46_222.jpg,PI3K,activate,RAS,Yes
32736487,32736487_page3_197.jpg,PI3K,activate,RAS,Yes
32873398,32873398_page5_145.jpg,PI3K,activate,RAS,Yes
24258572,24258572_page2_27.jpg,Raf,activate,RAS,Yes
25535693,25535693_page43_1683.jpg,Raf,activate,RAS,Yes
26182407,26182407_page6_30.jpg,Raf,activate,RAS,Yes
26893312,26893312_page7_41.jpg,Raf,activate,RAS,Yes
24355409,24355409_page3_62.jpg,STAT3,activate,RAS,Yes
24355409,24355409_page3_62.jpg,STAT3,activate,RAS,Yes
24355409,24355409_page3_62.jpg,ERK,activate,Raf,Yes
33945380,33945380_page2_662.jpg,ERK,activate,Raf,Yes
24355409,24355409_page3_62.jpg,Raf,activate,ERK,Yes
24355409,24355409_page3_62.jpg,STAT3,activate,Raf,Yes
24389182,24389182_page4_13.jpg,AKT,activate,MTORC1,Yes
24389182,24389182_page4_13.jpg,PIP,activate,AKT,Yes
25601485,25601485_page1_29.jpg,PIP,activate,AKT,Yes
24389182,24389182_page4_13.jpg,MORC2,activate,AKT,No
24389182,24389182_page4_13.jpg,PTEN,activate,PI3K,No.
31485605,31485605_page9_37.jpg,PTEN,activate,PI3K,No.
32454155,32454155_page4_37.jpg,PTEN,activate,PI3K,No.
24389182,24389182_page4_13.jpg,AKT,activate,PTEN,Yes
29894909,29894909_page3_53.jpg,AKT,activate,PTEN,Yes
24389182,24389182_page4_13.jpg,PI3K,activate,PTEN,Yes
32615820,32615820_page64_320.jpg,PI3K,activate,PTEN,Yes
24389182,24389182_page4_13.jpg,MTORC1,inhibit,AKT,Yes
24486218,24486218_page8_127.jpg,CDC2,activate,G2,Yes
24486218,24486218_page8_127.jpg,MIR195,inhibit,CCNE1,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,CCNE1,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,MYB,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,MYB,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,MYB,No
24486218,24486218_page8_127.jpg,WEE1,activate,CDC2,Yes
24486218,24486218_page8_127.jpg,MIR195,inhibit,WEE1,No
24486218,24486218_page8_127.jpg,CCNE1,inhibit,CDK4,No
24486218,24486218_page8_127.jpg,MYB,inhibit,MIR195,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,CDK4,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,CDK4,No
24486218,24486218_page8_127.jpg,MIR195,inhibit,CDK4,No
24566035,24566035_page3_43.jpg,KRAS,activate,STAT,Yes
24566035,24566035_page3_43.jpg,KRAS,activate,STAT,Yes
24853389,24853389_page3_10.jpg,KRAS,activate,STAT,Yes
24853389,24853389_page3_10.jpg,KRAS,activate,STAT,Yes
24566035,24566035_page3_43.jpg,TSC2,inhibit,MTOR,Yes
33174364,33174364_page6_64.jpg,TSC2,inhibit,MTOR,Yes
24566035,24566035_page3_43.jpg,STAT,activate,MTOR,Yes
32750701,32750701_page2_58.jpg,STAT,activate,MTOR,Yes
24566035,24566035_page3_43.jpg,STAT,activate,KRAS,No
24566035,24566035_page3_43.jpg,MTOR,activate,STAT,Yes
31387256,31387256_page2_203.jpg,MTOR,activate,STAT,Yes
24618619,24618619_page10_39.jpg,ERK1,inhibit,BIM,No
24618619,24618619_page10_39.jpg,EGFR,activate,PI3K,Yes
31010761,31010761_page2_116.jpg,EGFR,activate,PI3K,Yes
31010761,31010761_page2_116.jpg,EGFR,activate,PI3K,Yes
24618619,24618619_page10_39.jpg,MYC,activate,BIM,Yes
24618619,24618619_page10_39.jpg,ERK1,activate,MYC,Yes
24618619,24618619_page10_39.jpg,RAS,activate,ERK1,Yes
24618619,24618619_page10_39.jpg,EGFR,activate,RAS,Yes
24618619,24618619_page10_39.jpg,MYC,inhibit,RAS,Yes
24618619,24618619_page10_39.jpg,RAS,activate,EGFR,Yes
24853389,24853389_page3_10.jpg,EGFR,activate,KRAS,Yes
24853389,24853389_page3_10.jpg,KIT,activate,KRAS,No
24853389,24853389_page3_10.jpg,RAS,activate,PLC-y,Yes
28795492,28795492_page1_3.jpg,RAS,activate,PLC-y,Yes
24980784,24980784_page9_73.jpg,AA,activate,WAS,No
25001183,25001183_page12_246.jpg,ERK1,activate,VEGFR2,Yes
25001183,25001183_page12_246.jpg,VEGF-C,activate,VEGF-C,No
25001183,25001183_page12_246.jpg,AND,activate,VEGFR-3,Yes
25001183,25001183_page12_246.jpg,AND,activate,VEGFR2,Yes
25001183,25001183_page12_246.jpg,VEGFR2,activate,ERK1,Yes
25001183,25001183_page12_246.jpg,AND,activate,AKT,Yes
25001183,25001183_page12_246.jpg,VEGF-C,activate,VEGF-A,Yes
25117641,25117641_page6_34.jpg,AKT,activate,ERBB3,Yes
25117641,25117641_page6_34.jpg,Hsp90,activate,AKT,No
25135624,25135624_page2_46.jpg,VEGF-A,inhibit,MIR126,No
25135624,25135624_page2_46.jpg,EGFR,inhibit,MIR146A,No
25257766,25257766_page1_24.jpg,BRAF,activate,MEK1,Yes
25257766,25257766_page1_24.jpg,MAP3K1,activate,MEK1,Yes
25257766,25257766_page1_24.jpg,MEK1,activate,ERK1,Yes
32954834,32954834_page83_711.jpg,MEK1,activate,ERK1,Yes
25257766,25257766_page1_24.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
30231382,30231382_page9_107.jpg,RAS,activate,BRAF,Yes
25257766,25257766_page1_24.jpg,RAF1,activate,MEK1,Yes
25257766,25257766_page1_24.jpg,COT,activate,MEK1,Yes
25297942,25297942_page7_29.jpg,NKD2,activate,FZD8,No
25344212,25344212_page1_20.jpg,DUSP6,activate,DUSP6,No
25467291,25467291_page4_98.jpg,Mmip-2,activate,MMP-9,Yes
25467291,25467291_page4_98.jpg,MMP-9,activate,Bcl-2,No
25467291,25467291_page4_98.jpg,MMP-9,activate,Bcl-2,No
25488861,25488861_page1_19.jpg,ERK,activate,MEK,Yes
25488861,25488861_page1_19.jpg,ERK,activate,MEK,Yes
25488861,25488861_page1_19.jpg,ERK,activate,MEK,Yes
26960735,26960735_page1_76.jpg,ERK,activate,MEK,Yes
26960735,26960735_page3_237.jpg,ERK,activate,MEK,Yes
27912827,27912827_page2_23.jpg,ERK,activate,MEK,Yes
27912827,27912827_page2_23.jpg,ERK,activate,MEK,Yes
29894909,29894909_page3_53.jpg,ERK,activate,MEK,Yes
30231382,30231382_page9_107.jpg,ERK,activate,MEK,Yes
31917616,31917616_page46_222.jpg,ERK,activate,MEK,Yes
32505631,32505631_page27_166.jpg,ERK,activate,MEK,Yes
32750701,32750701_page2_58.jpg,ERK,activate,MEK,Yes
34323489,34323489_page2_937.jpg,ERK,activate,MEK,Yes
25488861,25488861_page1_19.jpg,Raf,activate,Raf,Yes
25488861,25488861_page1_19.jpg,Raf,inhibit,ERK,Yes
25488861,25488861_page1_19.jpg,RAS,activate,RAS,No
25535693,25535693_page43_1683.jpg,RAS,activate,RAS,No
25535693,25535693_page43_1683.jpg,RAS,activate,RAS,No
26960735,26960735_page1_76.jpg,RAS,activate,RAS,No
26960735,26960735_page3_237.jpg,RAS,activate,RAS,No
25521548,25521548_page9_139.jpg,HOXB2,activate,ZNF114,No
25521548,25521548_page9_139.jpg,PC5,activate,PC3,No
25521548,25521548_page9_139.jpg,PC3,activate,PC2,No
25521548,25521548_page9_139.jpg,PC3,activate,PC2,No
25521548,25521548_page9_139.jpg,PC3,activate,PC5,No
25521548,25521548_page9_139.jpg,PC4,activate,PC5,No
